     clase            sexo            edad       superviviente
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
  tripulación        hombre          adulto            no
    primera          mujer           adulto            no
    primera          mujer           adulto            no
    primera          mujer           adulto            no
    primera          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    segunda          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
    tercera          mujer           adulto            no
  tripulación        mujer           adulto            no
  tripulación        mujer           adulto            no
  tripulación        mujer           adulto            no
    primera          hombre           niño             si
    primera          hombre           niño             si
    primera          hombre           niño             si
    primera          hombre           niño             si
    primera          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    segunda          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    tercera          hombre           niño             si
    primera          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    segunda          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    tercera          mujer            niño             si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    primera          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    segunda          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
    tercera          hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
  tripulación        hombre          adulto            si
